UNIQUE,ID,Name,Description,Sc_Beckmann2015,Sc_Kramer2014,Sc_Kramer2014_4sU,Sc_Matia-Gonzalez2015,Sc_Mitchell2012,Sc_Scherrer2010,Sc_Tsvetanova2010_Array,Sc_Tsvetanova2010_MS,Enzyme,Metabolism,Metabolic.Enzyme
BRE5,YNR051C,BRE5,Ubiquitin protease cofactor; forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
BRR2,YER172C,BRR2,RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
BRX1,YOL077C,BRX1,Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
BUB1,YGR188C,BUB1,"Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication",no,no,no,no,no,no,YES,no,TRUE,FALSE,FALSE
BUD22,YMR014W,BUD22,"Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition, and affects budding pattern",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
BUD27,YFL023W,BUD27,"Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I, II, and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
BUL2,YML111W,BUL2,"Component of the Rsp5p E3-ubiquitin ligase complex; involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions; BUL2 has a paralog, BUL1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CAD1,YDR423C,CAD1,"AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog, YAP1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CAF20,YOR276W,CAF20,Phosphoprotein of the mRNA cap-binding complex; involved in translational control; repressor of cap-dependent translation initiation; competes with eIF4G for binding to eIF4E,YES,no,YES,no,no,no,no,no,FALSE,FALSE,FALSE
CAM1,YPL048W,CAM1,Nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids; has similarity to translational cofactor EF-1 gamma,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CAP1,YKL007W,CAP1,Alpha subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CAR1,YPL111W,CAR1,"Arginase, catabolizes arginine to ornithine and urea; expression responds to both induction by arginine and nitrogen catabolite repression; disruption decreases production of carcinogen ethyl carbamate during wine fermentation and also enhances freeze tolerance",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
CAR2,YLR438W,CAR2,"L-ornithine transaminase (OTAse); catalyzes the second step of arginine degradation, expression is dually-regulated by allophanate induction and a specific arginine induction process; not nitrogen catabolite repression sensitive; protein abundance increases in response to DNA replication stress",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
CAT2,YML042W,CAT2,Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes,no,no,no,no,no,YES,no,no,TRUE,TRUE,TRUE
CBC2,YPL178W,CBC2,"Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p, possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CBF5,YLR175W,CBF5,"Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs",YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
CBR1,YIL043C,CBR1,Microsomal cytochrome b reductase; not essential for viability; also detected in mitochondria; mutation in conserved NADH binding domain of the human ortholog results in type I methemoglobinemia,YES,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
CCR4,YAL021C,CCR4,"Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
CCS1,YMR038C,CCS1,Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal portion is involved in insertion of copper into Sod1p under conditions of copper deprivation; required for regulation of yeast copper genes in response to DNA-damaging agents; protein abundance increases in response to DNA replication stress,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT2,YIL142W,CCT2,"Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT3,YJL014W,CCT3,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT4,YDL143W,CCT4,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT5,YJR064W,CCT5,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT7,YJL111W,CCT7,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CCT8,YJL008C,CCT8,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
CDC10,YCR002C,CDC10,"Component of the septin ring, required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells; N-terminus interacts with phosphatidylinositol-4,5-bisphosphate; protein abundance increases under DNA damage stress",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CDC12,YHR107C,CDC12,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CDC13,YDL220C,CDC13,"Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase, telomere end protection, conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes, essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
CDC19,YAL038W,CDC19,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,TRUE,TRUE,TRUE
CDC28,YBR160W,CDC28,"Cyclin-dependent kinase (CDK) catalytic subunit; master regulator of mitotic and meiotic cell cycles; alternately associates with G1 (CLNs), S and G2/M (CLBs) phase cyclins, which provide substrate specificity; regulates cell cycle and basal transcription, chromosome duplication and segregation, lipid biosynthesis, membrane trafficking, polarized growth, and morphogenesis; abundance increases in DNA replication stress; transcript induction in osmostress involves antisense RNA",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
CDC3,YLR314C,CDC3,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble with other septins into rod-like complexes that can associate with other rods to form filament polymers; septin rings at the mother-bud neck act as scaffolds for recruiting factors needed for cell division and as barriers to prevent diffusion of specific proteins between mother and daughter cells,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CDC31,YOR257W,CDC31,Calcium-binding component of the spindle pole body (SPB) half-bridge; required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation,no,no,no,no,no,no,no,YES,FALSE,FALSE,FALSE
CDC33,YOL139C,CDC33,mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CDC37,YDR168W,CDC37,Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CDC39,YCR093W,CDC39,Component of the CCR4-NOT1 core complex; this complex has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CDC48,YDL126C,CDC48,"AAA ATPase; subunit of polyubiquitin-selective segregase complex involved in ERAD, cell wall integrity during heat stress, mitotic spindle disassembly; subunit of complex involved in mitochondria-associated degradation; role in mobilizing membrane bound transcription factors by regulated ubiquitin/proteasome-dependent processing, in macroautophagy, PMN, RAD, ribophagy, homotypic ER membrane fusion, disassembly of Met30p from SCF complex; functional ortholog of human p97/VCP",YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
CDC53,YDL132W,CDC53,"Cullin; structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CDC60,YPL160W,CDC60,Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
CFT1,YDR301W,CFT1,"RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CGI121,YML036W,CGI121,"Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p, Kae1p, Pcc1p, and Gon7p",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CHA1,YCL064C,CHA1,"Catabolic L-serine (L-threonine) deaminase; catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
CHC1,YGL206C,CHC1,Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function,no,no,no,YES,no,no,no,no,FALSE,TRUE,FALSE
CHO2,YGR157W,CHO2,Phosphatidylethanolamine methyltransferase (PEMT); catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis,no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
CHS5,YLR330W,CHS5,"Component of the exomer complex; exomer also contains Csh6p, Bch1p, Bch2p, and Bud7p and is involved in export of selected proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane; Chs5p is the only protein with a BRCT domain that is not localized to the nucleus",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CIC1,YHR052W,CIC1,Essential protein that interacts with proteasome components; has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
CKS1,YBR135W,CKS1,"Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p(Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates the phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
CLU1,YMR012W,CLU1,Subunit of the eukaryotic translation initiation factor 3 (eIF3); component of unknown function; deletion causes defects in mitochondrial organization but not in growth or translation initiation; can rescue cytokinesis and mitochondrial organization defects of the Dictyostelium cluA- mutant,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
CMD1,YBR109C,CMD1,"Calmodulin; Ca++ binding protein that regulates Ca++ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca++ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin",no,no,no,no,no,no,no,YES,FALSE,TRUE,FALSE
