"name","act_state","act_sd","inact_state","inact_sd","num_scrams","mean_scram_score","scram_sd","z_raw","z_adj","diff","hmm_state_diff","scram_diff"
"Ynl058Cp_216_265",0.525,0.499,0.602,0.141,4,0.586930113641012,0.374351424897245,0.696895664434253,0.782264315976982,0.0619301136410118,0.077,0.0619301136410118
"Ynl208Wp_150_199",-0.095,0.139,0.158,0.071,5,-0.133501637657288,0.14352491844305,0.808656866649616,0.870156660715202,-0.0385016376572876,0.253,-0.0385016376572876
"Yol019Wp_419_468",-0.25,0.137,0.048,0.153,5,-0.255099299099612,0.248205968283148,0.974414274739985,0.980881627548394,-0.00509929909961238,0.298,-0.00509929909961238
"Ypl077Cp_21_70",-0.318,0.248,-0.251,0.097,3,-0.421430269525079,0.182139014096377,0.515348032338267,0.647271546484578,-0.103430269525079,0.067,-0.103430269525079
"Ypt31p_152_201",-0.14,0.126,0.558,0.28,5,0.788484435420106,0.118373682162208,5.22707429857803e-09,7.55653132294433e-08,0.928484435420106,0.698,0.928484435420106
"Yrb30p_383_432",0.399,0.162,0.734,0.126,5,0.508673735019167,0.211069116649396,0.490318891051558,0.623445626289266,0.109673735019167,0.335,0.109673735019167
"Yrr1p_102_151",-0.087,0.22,0.655,0.123,4,0.630753576596949,0.0238073108177192,6.35057327328978e-06,5.41427080350988e-05,0.717753576596949,0.742,0.717753576596949
"Yrr1p_122_171",0.024,0.164,0.287,0.139,5,0.211189986347751,0.0994299173975177,0.239057287887138,0.360483211893304,0.187189986347751,0.263,0.187189986347751
"Ysp2p_585_634",0.205,0.068,0.364,0.247,5,0.365492527643768,0.0848885197784439,0.312768184964443,0.4387992468383,0.160492527643768,0.159,0.160492527643768
"Yta7p_301_350",-0.492,0.185,0.057,0.126,3,0.115512217672289,0.186510188028999,0.000132913484570891,0.00084987949268887,0.607512217672289,0.549,0.607512217672289
"Yta7p_321_370",-0.211,0.252,0.165,0.098,5,0.208964150306629,0.241873448123679,0.00825646505959043,0.0254192095584613,0.419964150306629,0.376,0.419964150306629
"Yta7p_361_410",0.462,0.385,0.521,0.178,5,0.760606646538825,0.180367749907115,0.0603660713031005,0.127036194356208,0.298606646538825,0.059,0.298606646538825
"Zrg17p_21_70",0.05,0.143,0.521,0.075,4,0.117629756023244,0.28794798419891,0.670572255941283,0.767522461619541,0.0676297560232437,0.471,0.0676297560232437
"Zrg17p_41_90",-0.1,0.158,0.366,0.14,3,-0.0281949876460105,0.543563936710261,0.651540339487891,0.759671497589354,0.0718050123539895,0.466,0.0718050123539895
"Zrg8p_831_880",0.038,0.236,0.401,0.057,4,0.11848633661599,0.118664468064319,0.612698537765442,0.728881086966044,0.0804863366159898,0.363,0.0804863366159898
